No.,Word,Pinyin,POS,Topic,Definition,HSK Level
1753,图片,túpiàn,名词,科技与环境,picture; image; illustration,New HSK Level 4
1754,土,tǔ,名词,科技与环境,soil; earth; dirt; dust,New HSK Level 4
1755,推,tuī,动词,日常生活与情感,to push; to shove; to postpone,New HSK Level 4
1756,推迟,tuīchí,动词,职场与教育,to postpone; to delay; to defer,New HSK Level 4
1757,推出,tuīchū,动词,消费与休闲,"to release; to launch (a product, service)",New HSK Level 4
1758,脱,tuō,动词,日常生活与情感,"to take off (clothes, shoes); to shed",New HSK Level 4
1759,袜子,wàzi,名词,日常生活与情感,socks; stockings,New HSK Level 4
1760,外出,wàichū,动词,旅行与交通,to go out; to travel,New HSK Level 4
1761,外套,wàitào,名词,日常生活与情感,coat; jacket; overcoat,New HSK Level 4
1762,完全,wánquán,副词,语法功能词,completely; fully; entirely,New HSK Level 4
1763,晚安,wǎn'ān,动词,人际交往,good night,New HSK Level 4
1764,晚餐,wǎncān,名词,日常生活与情感,dinner; supper,New HSK Level 4
1765,网购,wǎnggòu,动词,消费与休闲,online shopping; to shop online,New HSK Level 4
1766,往往,wǎngwǎng,副词,语法功能词,often; frequently; more often than not,New HSK Level 4
1767,网页,wǎngyè,名词,科技与环境,web page,New HSK Level 4
1768,网友,wǎngyǒu,名词,人际交往,online friend; internet friend,New HSK Level 4
1769,网址,wǎngzhǐ,名词,科技与环境,web address; URL,New HSK Level 4
1770,危险,wēixiǎn,形容词,科技与环境,dangerous; risky; peril,New HSK Level 4
1771,为,wéi,介词,语法功能词,for; because of,New HSK Level 4
1772,味,wèi,名词,日常生活与情感,taste; smell; odor; flavor,New HSK Level 4
1773,味道,wèidào,名词,日常生活与情感,taste; flavor; smell,New HSK Level 4
1774,卫生,wèishēng,名词,健康与运动,hygiene; sanitation; health,New HSK Level 4
1775,温度,wēndù,名词,科技与环境,temperature,New HSK Level 4
1776,闻,wén,动词,日常生活与情感,to smell; to hear,New HSK Level 4
1777,文件,wénjiàn,名词,职场与教育,document; file; papers,New HSK Level 4
1778,文章,wénzhāng,名词,职场与教育,article; essay,New HSK Level 4
1779,文字,wénzì,名词,职场与教育,characters; script; written language,New HSK Level 4
1780,污染,wūrǎn,动词,科技与环境,to pollute; to contaminate; pollution,New HSK Level 4
1781,无,wú,动词,语法功能词,to not have; without; lacking,New HSK Level 4
1782,无法,wúfǎ,副词,语法功能词,unable; incapable; have no way to,New HSK Level 4
1783,无聊,wúliáo,形容词,日常生活与情感,bored; boring; senseless,New HSK Level 4
1784,无论,wúlùn,连词,语法功能词,no matter what/how; regardless of,New HSK Level 4
1785,午餐,wǔcān,名词,日常生活与情感,lunch; midday meal,New HSK Level 4
1786,误会,wùhuì,动词,人际交往,to misunderstand; misunderstanding,New HSK Level 4
1787,吸,xī,动词,健康与运动,to inhale; to breathe in; to absorb,New HSK Level 4
1788,西部,xībù,名词,旅行与交通,western part; west,New HSK Level 4
1789,西红柿,xīhóngshì,名词,日常生活与情感,tomato,New HSK Level 4
1790,吸引,xīyǐn,动词,消费与休闲,to attract; to draw (attention),New HSK Level 4
1791,细,xì,形容词,日常生活与情感,thin; fine; delicate; detailed,New HSK Level 4
1792,细心,xìxīn,形容词,职场与教育,careful; attentive; meticulous,New HSK Level 4
1793,下降,xiàjiàng,动词,科技与环境,to decline; to descend; to drop,New HSK Level 4
1794,鲜,xiān,形容词,日常生活与情感,fresh; delicious,New HSK Level 4
1795,鲜花,xiānhuā,名词,日常生活与情感,fresh flowers; flowers,New HSK Level 4
1796,咸,xián,形容词,日常生活与情感,salty,New HSK Level 4
1797,现金,xiànjīn,名词,消费与休闲,cash,New HSK Level 4
1798,羡慕,xiànmù,动词,日常生活与情感,to admire; to envy,New HSK Level 4
1799,线上,xiànshàng,形容词,科技与环境,online,New HSK Level 4
1800,线下,xiànxià,形容词,科技与环境,offline,New HSK Level 4
1801,现有,xiànyǒu,动词,语法功能词,to have currently; existing,New HSK Level 4
1802,香,xiāng,形容词,日常生活与情感,fragrant; sweet-smelling; savory,New HSK Level 4
1803,相比,xiāngbǐ,动词,语法功能词,to compare; compared with,New HSK Level 4
1804,相反,xiāngfǎn,形容词,语法功能词,opposite; contrary,New HSK Level 4
1805,相互,xiānghù,副词,语法功能词,mutually; each other,New HSK Level 4
1806,相同,xiāngtóng,形容词,日常生活与情感,same; identical,New HSK Level 4
1807,详细,xiángxì,形容词,职场与教育,detailed; thorough,New HSK Level 4
1808,响,xiǎng,动词,日常生活与情感,to ring; to sound; loud,New HSK Level 4
1809,想法,xiǎngfǎ,名词,日常生活与情感,idea; opinion; thought,New HSK Level 4
1810,项,xiàng,量词,语法功能词,"measure word for items, tasks, or projects",New HSK Level 4
1811,消息,xiāoxi,名词,人际交往,news; information; message,New HSK Level 4
1812,小吃,xiǎochī,名词,消费与休闲,snack; local refreshment,New HSK Level 4
1813,小伙子,xiǎohuǒzi,名词,人际交往,young man; lad,New HSK Level 4
1814,小说,xiǎoshuō,名词,消费与休闲,novel; fiction,New HSK Level 4
1815,小组,xiǎozǔ,名词,职场与教育,group; team,New HSK Level 4
1816,效果,xiàoguǒ,名词,职场与教育,effect; result; outcome,New HSK Level 4
1817,笑话,xiàohua,名词,消费与休闲,joke; jest; to laugh at,New HSK Level 4
1818,血,xiě,名词,健康与运动,blood,New HSK Level 4
1819,心,xīn,名词,日常生活与情感,heart; mind; feeling,New HSK Level 4
1820,辛苦,xīnkǔ,形容词,职场与教育,hard; laborious; toilsome,New HSK Level 4
1821,心情,xīnqíng,名词,日常生活与情感,mood; state of mind,New HSK Level 4
1822,信号,xìnhào,名词,科技与环境,signal,New HSK Level 4
1823,信息,xìnxī,名词,科技与环境,information; news; message,New HSK Level 4
1824,信心,xìnxīn,名词,日常生活与情感,confidence; faith,New HSK Level 4
1825,兴奋,xīngfèn,形容词,日常生活与情感,excited; thrilled,New HSK Level 4
1826,星星,xīngxing,名词,科技与环境,star,New HSK Level 4
1827,醒,xǐng,动词,健康与运动,to wake up; to sober up,New HSK Level 4
1828,性,xìng,后缀,语法功能词,-ity; -ness; nature; character,New HSK Level 4
1829,性别,xìngbié,名词,人际交往,gender; sex,New HSK Level 4
1830,幸福,xìngfú,形容词,日常生活与情感,happy; blessed; well-being,New HSK Level 4
1831,性格,xìnggé,名词,人际交往,personality; character; disposition,New HSK Level 4
1832,兄弟,xiōngdì,名词,日常生活与情感,brothers; brotherly,New HSK Level 4
1833,熊,xióng,名词,科技与环境,bear,New HSK Level 4
1834,修,xiū,动词,日常生活与情感,to repair; to mend; to build,New HSK Level 4
1835,修理,xiūlǐ,动词,日常生活与情感,to repair; to fix; to mend,New HSK Level 4
1836,许多,xǔduō,形容词,语法功能词,many; much; a lot of,New HSK Level 4
1837,学费,xuéfèi,名词,职场与教育,tuition fee; tuition,New HSK Level 4
1838,学院,xuéyuàn,名词,职场与教育,college; academy; institute,New HSK Level 4
1839,压,yā,动词,日常生活与情感,to press; to push down; to weigh down,New HSK Level 4
1840,压力,yālì,名词,职场与教育,pressure; stress,New HSK Level 4
1841,牙膏,yágāo,名词,日常生活与情感,toothpaste,New HSK Level 4
1842,亚洲,Yàzhōu,名词,旅行与交通,Asia,New HSK Level 4
1843,烟,yān,名词,健康与运动,smoke; cigarette; tobacco,New HSK Level 4
1844,盐,yán,名词,日常生活与情感,salt,New HSK Level 4
1845,严格,yángé,形容词,职场与教育,strict; rigorous,New HSK Level 4
1846,研究,yánjiū,动词,职场与教育,to study; to research; research,New HSK Level 4
1847,研究生,yánjiūshēng,名词,职场与教育,postgraduate student; graduate student,New HSK Level 4
1848,严重,yánzhòng,形容词,科技与环境,serious; grave; critical,New HSK Level 4
1849,演,yǎn,动词,消费与休闲,to play; to act; to perform,New HSK Level 4
1850,演唱,yǎnchàng,动词,消费与休闲,to sing (in a performance),New HSK Level 4
1851,演出,yǎnchū,动词,消费与休闲,to perform; show; exhibition,New HSK Level 4
1852,眼镜,yǎnjìng,名词,健康与运动,glasses; spectacles,New HSK Level 4
1853,眼前,yǎnqián,名词,日常生活与情感,before one's eyes; at present,New HSK Level 4
1854,演员,yǎnyuán,名词,消费与休闲,actor; actress; performer,New HSK Level 4
1855,阳光,yángguāng,名词,科技与环境,sunshine; sunlight,New HSK Level 4
1856,养成,yǎngchéng,动词,日常生活与情感,to cultivate; to form (a habit),New HSK Level 4
1857,样子,yàngzi,名词,日常生活与情感,appearance; look; manner,New HSK Level 4
1858,邀请,yāoqǐng,动词,人际交往,to invite; invitation,New HSK Level 4
1859,要是,yàoshi,连词,语法功能词,if; in case,New HSK Level 4
1860,钥匙,yàoshi,名词,日常生活与情感,key,New HSK Level 4
1861,也许,yěxǔ,副词,语法功能词,perhaps; maybe,New HSK Level 4
1862,夜,yè,名词,日常生活与情感,night,New HSK Level 4
1863,夜晚,yèwǎn,名词,日常生活与情感,night; evening,New HSK Level 4
1864,叶子,yèzi,名词,科技与环境,leaf,New HSK Level 4
1865,一切,yíqiè,代词,语法功能词,all; everything,New HSK Level 4
1866,已,yǐ,副词,语法功能词,already,New HSK Level 4
1867,以内,yǐnèi,名词,语法功能词,within; less than,New HSK Level 4
1868,意见,yìjiàn,名词,人际交往,opinion; view; objection,New HSK Level 4
1869,一生,yìshēng,名词,日常生活与情感,all one's life; lifetime,New HSK Level 4
1870,艺术,yìshù,名词,消费与休闲,art,New HSK Level 4
1871,因此,yīncǐ,连词,语法功能词,therefore; for this reason; consequently,New HSK Level 4
1872,引起,yǐnqǐ,动词,科技与环境,to cause; to lead to; to arouse,New HSK Level 4
1873,印象,yìnxiàng,名词,人际交往,impression,New HSK Level 4
1874,赢,yíng,动词,健康与运动,to win; to beat,New HSK Level 4
1875,赢得,yíngdé,动词,职场与教育,to win; to gain; to achieve,New HSK Level 4
1876,应聘,yìngpìn,动词,职场与教育,to apply for a job,New HSK Level 4
1877,勇敢,yǒnggǎn,形容词,日常生活与情感,brave; courageous,New HSK Level 4
1878,永远,yǒngyuǎn,副词,语法功能词,forever; always; eternally,New HSK Level 4
1879,用来,yònglái,动词,语法功能词,to be used for,New HSK Level 4
1880,用于,yòngyú,动词,语法功能词,to be used for/in,New HSK Level 4
1881,优点,yōudiǎn,名词,人际交往,merit; advantage; strong point,New HSK Level 4
1882,幽默,yōumò,形容词,人际交往,humorous; funny,New HSK Level 4
1883,优秀,yōuxiù,形容词,职场与教育,excellent; outstanding; distinguished,New HSK Level 4
1884,由,yóu,介词,语法功能词,by; from; due to,New HSK Level 4
1885,油,yóu,名词,日常生活与情感,oil; grease; petroleum,New HSK Level 4
1886,尤其,yóuqí,副词,语法功能词,especially; particularly,New HSK Level 4
1887,游玩,yóuwán,动词,消费与休闲,to play; to sightsee; to amuse oneself,New HSK Level 4
1888,由于,yóuyú,连词,语法功能词,because of; due to; owing to,New HSK Level 4
1889,友好,yǒuhǎo,形容词,人际交往,friendly; amicable,New HSK Level 4
1890,友情,yǒuqíng,名词,人际交往,friendship; friendly feelings,New HSK Level 4
1891,有趣,yǒuqù,形容词,消费与休闲,interesting; fascinating; amusing,New HSK Level 4
1892,有效,yǒuxiào,形容词,职场与教育,effective; valid; efficacious,New HSK Level 4
1893,友谊,yǒuyì,名词,人际交往,friendship; companionship,New HSK Level 4
1894,有着,yǒuzhe,动词,语法功能词,to have; to possess (abstract things),New HSK Level 4
1895,愉快,yúkuài,形容词,日常生活与情感,pleasant; happy; joyful,New HSK Level 4
1896,于是,yúshì,连词,语法功能词,as a result; thereupon; hence,New HSK Level 4
1897,与,yǔ,连词,语法功能词,and; with; together with,New HSK Level 4
1898,语法,yǔfǎ,名词,职场与教育,grammar,New HSK Level 4
1899,预习,yùxí,动词,职场与教育,to preview; to prepare lessons before class,New HSK Level 4
1900,原来,yuánlái,形容词,语法功能词,original; former; as it turns out,New HSK Level 4
1901,原谅,yuánliàng,动词,人际交往,to forgive; to excuse; to pardon,New HSK Level 4
1902,原因,yuányīn,名词,日常生活与情感,reason; cause,New HSK Level 4
1903,远离,yuǎnlí,动词,旅行与交通,to stay far away from; to keep away,New HSK Level 4
1904,院长,yuànzhǎng,名词,职场与教育,dean; head of a college or hospital,New HSK Level 4
1905,院子,yuànzi,名词,日常生活与情感,courtyard; yard,New HSK Level 4
1906,约,yuē,动词,人际交往,to make an appointment; to invite; about,New HSK Level 4
1907,约会,yuēhuì,动词,人际交往,to date; to make an appointment; date,New HSK Level 4
1908,月饼,yuèbing,名词,日常生活与情感,mooncakes,New HSK Level 4
1909,阅读,yuèdú,动词,职场与教育,to read; reading,New HSK Level 4
1910,月份,yuèfèn,名词,日常生活与情感,month,New HSK Level 4
1911,云,yún,名词,科技与环境,cloud,New HSK Level 4
1912,允许,yǔnxǔ,动词,职场与教育,to allow; to permit,New HSK Level 4
1913,杂志,zázhì,名词,消费与休闲,magazine; journal,New HSK Level 4
1914,再次,zàicì,副词,语法功能词,once more; once again,New HSK Level 4
1915,再说,zàishuō,连词,语法功能词,besides; moreover; to put off until later,New HSK Level 4
1916,暂时,zànshí,副词,语法功能词,temporarily; for the moment; temporary,New HSK Level 4
1917,暂停,zàntíng,动词,健康与运动,to suspend; to pause; time-out,New HSK Level 4
1918,早餐,zǎocān,名词,日常生活与情感,breakfast,New HSK Level 4
1919,早晨,zǎochen,名词,日常生活与情感,early morning,New HSK Level 4
1920,责任,zérèn,名词,职场与教育,responsibility; duty; blame,New HSK Level 4
1921,增加,zēngjiā,动词,科技与环境,to increase; to add; to raise,New HSK Level 4
1922,增长,zēngzhǎng,动词,科技与环境,to grow; to increase; growth,New HSK Level 4
1923,招聘,zhāopìn,动词,职场与教育,to recruit; to invite applications for jobs,New HSK Level 4
1924,着,zháo,助词,语法功能词,(aspect particle indicating continuous state),New HSK Level 4
1925,着火,zháohuǒ,动词,科技与环境,to catch fire; on fire,New HSK Level 4
1926,者,zhě,后缀,语法功能词,(suffix indicating person) -er; -ist,New HSK Level 4
1927,真正,zhēnzhèng,形容词,语法功能词,genuine; real; true,New HSK Level 4
1928,整,zhěng,形容词,语法功能词,whole; complete; entire; exact,New HSK Level 4
1929,整个,zhěnggè,形容词,语法功能词,whole; entire,New HSK Level 4
1930,整理,zhěnglǐ,动词,日常生活与情感,to arrange; to tidy up; to sort out,New HSK Level 4
1931,证,zhèng,名词,职场与教育,certificate; card; proof,New HSK Level 4
1932,正常,zhèngcháng,形容词,科技与环境,normal; regular,New HSK Level 4
1933,正好,zhènghǎo,副词,语法功能词,just right; precisely; happen to,New HSK Level 4
1934,证件,zhèngjiàn,名词,旅行与交通,credentials; certificate; papers,New HSK Level 4
1935,证明,zhèngmíng,动词,职场与教育,to prove; to testify; certificate,New HSK Level 4
1936,正确,zhèngquè,形容词,职场与教育,correct; right; proper,New HSK Level 4
1937,正式,zhèngshì,形容词,职场与教育,official; formal,New HSK Level 4
1938,之,zhī,助词,语法功能词,(literary equivalent of 'de'); of,New HSK Level 4
1939,支持,zhīchí,动词,人际交往,to support; to back; support,New HSK Level 4
1940,支付,zhīfù,动词,消费与休闲,to pay (money),New HSK Level 4
1941,之后,zhīhòu,名词,语法功能词,afterwards; later; after,New HSK Level 4
1942,之间,zhījiān,名词,语法功能词,between; among,New HSK Level 4
1943,之前,zhīqián,名词,语法功能词,before; prior to,New HSK Level 4
1944,知识,zhīshi,名词,职场与教育,knowledge,New HSK Level 4
1945,之中,zhīzhōng,名词,语法功能词,in the middle of; among,New HSK Level 4
1946,值,zhí,动词,消费与休闲,to be worth; value,New HSK Level 4
1947,值得,zhídé,动词,消费与休闲,to be worth; to deserve,New HSK Level 4
1948,直接,zhíjiē,形容词,人际交往,direct; straight; immediate,New HSK Level 4
1949,植物,zhíwù,名词,科技与环境,plant; flora,New HSK Level 4
1950,职业,zhíyè,名词,职场与教育,occupation; profession; career,New HSK Level 4
1951,指,zhǐ,动词,人际交往,to point to; to refer to,New HSK Level 4
1952,指出,zhǐchū,动词,职场与教育,to point out; to indicate,New HSK Level 4
1953,只好,zhǐhǎo,副词,语法功能词,have to; forced to; have no choice but to,New HSK Level 4
1954,纸巾,zhǐjīn,名词,日常生活与情感,paper towel; tissue,New HSK Level 4
1955,质量,zhìliàng,名词,消费与休闲,quality,New HSK Level 4
1956,至少,zhìshǎo,副词,语法功能词,at least,New HSK Level 4
1957,中餐,zhōngcān,名词,日常生活与情感,Chinese food; Chinese meal,New HSK Level 4
1958,中年,zhōngnián,名词,日常生活与情感,middle age,New HSK Level 4
1959,种,zhòng,量词,语法功能词,kind; type; sort,New HSK Level 4
1960,重,zhòng,形容词,日常生活与情感,heavy; important,New HSK Level 4
1961,重点,zhòngdiǎn,名词,职场与教育,focus; key point; emphasis,New HSK Level 4
1962,重视,zhòngshì,动词,职场与教育,to value; to attach importance to; to pay attention to,New HSK Level 4
1963,周围,zhōuwéi,名词,科技与环境,surroundings; around; vicinity,New HSK Level 4
1964,主意,zhǔyi,名词,日常生活与情感,idea; plan; decision,New HSK Level 4
1965,祝,zhù,动词,人际交往,to wish; to express good wishes,New HSK Level 4
1966,祝贺,zhùhè,动词,人际交往,to congratulate,New HSK Level 4
1967,著名,zhùmíng,形容词,消费与休闲,famous; well-known; celebrated,New HSK Level 4
1968,专门,zhuānmén,副词,语法功能词,specially; specialized,New HSK Level 4
1969,专业,zhuānyè,名词,职场与教育,major; specialty; professional,New HSK Level 4
1970,转,zhuǎn,动词,旅行与交通,to turn; to shift; to transfer,New HSK Level 4
1971,转发,zhuǎnfā,动词,科技与环境,to forward; to repost,New HSK Level 4
1972,转机,zhuǎnjī,动词,旅行与交通,to transfer flights; flight transfer,New HSK Level 4
1973,赚,zhuàn,动词,消费与休闲,to earn; to make a profit,New HSK Level 4
1974,装,zhuāng,动词,日常生活与情感,to load; to pack; to install; to pretend,New HSK Level 4
1975,准,zhǔn,形容词,语法功能词,accurate; standard; to allow,New HSK Level 4
1976,准确,zhǔnquè,形容词,职场与教育,accurate; exact; precise,New HSK Level 4
1977,准时,zhǔnshí,副词,语法功能词,on time; punctual; punctually,New HSK Level 4
1978,资料,zīliào,名词,职场与教育,data; material; information,New HSK Level 4
1979,仔细,zǐxì,形容词,职场与教育,careful; attentive; cautious,New HSK Level 4
1980,自,zì,介词,语法功能词,from; since; self,New HSK Level 4
1981,自然,zìrán,名词,科技与环境,nature; natural; naturally,New HSK Level 4
1982,自习,zìxí,动词,职场与教育,to study by oneself; self-study,New HSK Level 4
1983,自信,zìxìn,形容词,日常生活与情感,self-confident; confident,New HSK Level 4
1984,自学,zìxué,动词,职场与教育,to study independently; self-study,New HSK Level 4
1985,总结,zǒngjié,动词,职场与教育,to summarize; summary,New HSK Level 4
1986,租,zū,动词,日常生活与情感,to rent; to lease,New HSK Level 4
1987,组,zǔ,量词,语法功能词,group; set; series,New HSK Level 4
1988,最终,zuìzhōng,副词,语法功能词,finally; ultimate; in the end,New HSK Level 4
1989,尊重,zūnzhòng,动词,人际交往,to respect; to value,New HSK Level 4
1990,左右,zuǒyòu,名词,语法功能词,around; approximately; about,New HSK Level 4
1991,座,zuò,量词,语法功能词,"measure word for mountains, buildings, or large structures",New HSK Level 4
1992,做法,zuòfǎ,名词,日常生活与情感,way of doing things; course of action,New HSK Level 4
1993,作家,zuòjiā,名词,消费与休闲,writer; author,New HSK Level 4
1994,做梦,zuòmèng,动词,日常生活与情感,to dream; to daydream,New HSK Level 4
1995,作品,zuòpǐn,名词,消费与休闲,works (of literature or art),New HSK Level 4
1996,作为,zuòwéi,动词,语法功能词,as; to regard as; achievement,New HSK Level 4
1997,座位,zuòwèi,名词,旅行与交通,seat; place,New HSK Level 4
1998,作文,zuòwén,名词,职场与教育,essay; composition; to write an essay,New HSK Level 4
1999,作用,zuòyòng,名词,科技与环境,effect; function; role,New HSK Level 4
2000,作者,zuòzhě,名词,职场与教育,author; writer,New HSK Level 4
